iid,date,airline,flightNumber,,dep.airport,incidentType,severity,delay,num.injuries,reported.by,aircraft
i1338,24.1.2011,CZ,9555,,HND,security,minor,113,0,company,737-400
i1339,16.2.2010,IB,9866,,SYD,mechanical,minor,56,0,mechanic,737-400
i1340,19.8.2014,FR,7968,,ATL,mechanical,minor,56,0,mechanic,A321-XLR
i1341,23.2.2008,AM,8266,,LAS,medical,major,73,1,first officer,A350-900
i1342,10.10.2012,OZ,1753,,GRU,crew,minor,71,0,first officer,A380
i1343,18.11.2021,IB,5330,,LAS,faa,critical,14,0,pilot,A321-XLR
i1344,13.10.2009,CX,8774,,LAS,crew,critical,17,0,mechanic,A380
i1345,10.12.2016,SU,6559,,SYD,crew,critical,94,0,ground staff,A321-XLR
i1346,20.10.2023,KL,4068,,GRU,turbulence,major,125,1,crew,BE206-JetRanger
i1347,8.10.2009,MH,3305,,ORD,security,critical,106,0,crew,BE206-JetRanger
i1348,7.7.2019,SV,3534,,FRA,turbulence,major,127,1,first officer,A350-900
i1349,2.6.2017,CX,2003,,DFW,mechanical,major,77,0,ground staff,747-8
i1350,5.9.2019,AY,5018,,SYD,mechanical,major,22,0,company,A350-900
i1351,7.4.2013,NZ,6599,,FRA,weather,critical,24,0,company,737-400
i1352,18.4.2021,AF,1493,,BOM,mechanical,minor,38,0,mechanic,BE206-JetRanger
i1353,8.9.2009,LH,8501,,SFO,weather,critical,65,0,first officer,BE206-JetRanger
i1354,5.2.2018,AY,4628,,ORD,faa,minor,53,0,ground staff,747-8
i1355,20.5.2018,AZ,3409,,SEA,mechanical,major,108,0,first officer,A321-XLR
i1356,2.6.2011,LH,6829,,PEK,mechanical,critical,134,0,mechanic,BE206-JetRanger
i1357,2.3.2019,KE,1712,,PEK,weather,major,115,0,ground staff,A321-XLR
i1358,18.9.2017,LA,4188,,SFO,weather,critical,35,0,mechanic,A321-XLR
i1359,4.8.2024,NZ,2421,,DEN,medical,minor,116,0,crew,737-800
i1360,14.7.2019,CZ,2267,,PEK,mechanical,critical,116,0,crew,777-300ER
i1361,26.3.2024,QR,241,,SYD,turbulence,major,129,1,first officer,BE206-JetRanger
i1362,2.9.2016,KE,4181,,DEN,turbulence,major,79,0,first officer,A380
i1363,24.5.2019,AD,6715,,CDG,medical,major,20,1,mechanic,A380
i1364,8.8.2019,NH,2073,,DFW,crew,critical,71,0,first officer,A380
i1365,22.11.2013,AY,4203,,LAS,crew,minor,30,0,pilot,A321-XLR
i1366,19.8.2024,WN,601,,FRA,turbulence,minor,53,0,ground staff,A321-XLR
i1367,16.2.2012,UA,7674,,DEN,security,critical,118,0,company,A380
i1368,4.4.2019,WN,7422,,DEN,weather,critical,53,0,company,A321-XLR
i1369,3.3.2020,QR,5935,,DXB,crew,critical,77,0,mechanic,A350-900
i1370,24.11.2011,QF,4749,,JFK,security,critical,71,0,crew,747-8
i1371,10.7.2011,TG,5737,,SFO,weather,major,115,0,pilot,747-8
i1372,4.5.2015,BA,2758,,DFW,security,minor,137,0,pilot,BE206-JetRanger
i1373,5.9.2009,DY,7775,,YYZ,turbulence,minor,54,1,pilot,A380
i1374,17.6.2022,AZ,566,,CDG,crew,major,134,0,first officer,777-300ER
i1375,23.5.2009,NH,9790,,GRU,crew,critical,108,0,company,A380
i1376,13.3.2021,MH,2452,,FRA,security,minor,55,0,pilot,A380
i1377,20.3.2016,SQ,4600,,YYZ,medical,minor,56,1,crew,747-8
i1378,2.2.2019,DL,2372,,LAS,crew,major,27,0,pilot,BE206-JetRanger
i1379,6.9.2017,AF,9518,,ATL,mechanical,minor,97,0,mechanic,737-800
i1380,16.10.2019,SQ,1907,,JFK,turbulence,major,33,0,mechanic,737-800
i1381,7.4.2013,QF,6166,,SFO,turbulence,critical,109,0,pilot,777-300ER
i1382,18.10.2015,MH,351,,SYD,medical,major,43,1,company,737-400
i1383,9.4.2019,LH,5348,,DEN,security,major,24,0,first officer,777-300ER
i1384,23.10.2011,KE,3408,,HND,medical,critical,25,0,first officer,777-300ER
i1385,13.6.2020,AF,3109,,LAX,medical,critical,49,1,crew,747-8
i1386,9.10.2018,FR,2076,,GRU,mechanical,critical,113,0,ground staff,747-8
i1387,21.11.2015,NZ,4662,,SYD,security,critical,24,0,crew,737-800
i1388,27.4.2021,QF,1349,,LAX,turbulence,critical,94,0,ground staff,737-800
i1389,25.9.2012,SU,6442,,SEA,mechanical,major,28,0,mechanic,747-8
i1390,26.7.2011,DY,8637,,DEN,weather,minor,52,0,crew,A350-900
i1391,10.9.2022,TG,1208,,LAS,faa,minor,92,0,company,737-400
i1392,12.10.2022,FR,6277,,JFK,crew,major,30,0,company,737-400
i1393,7.7.2017,DL,4335,,SEA,turbulence,minor,50,0,crew,777-300ER
i1394,23.11.2017,IB,6127,,HND,crew,major,96,0,ground staff,A321-XLR
i1395,18.3.2008,G3,9673,,SYD,crew,critical,55,0,mechanic,A380
i1396,12.5.2014,UA,3007,,FRA,weather,major,107,0,company,777-300ER
i1397,28.11.2011,NH,1209,,JFK,turbulence,critical,107,0,first officer,747-8
i1398,12.6.2009,AV,6022,,SEA,security,major,33,0,first officer,777-300ER
i1399,14.9.2019,BA,9729,,PEK,faa,minor,132,0,pilot,A380
i1400,18.9.2022,DY,5513,,LHR,mechanical,critical,114,0,mechanic,777-300ER
i1401,24.11.2009,AM,6280,,DXB,medical,critical,101,1,mechanic,A380
i1402,14.10.2016,QF,8503,,LHR,medical,critical,96,1,first officer,A321-XLR
i1403,3.5.2017,KE,518,,GRU,medical,major,60,0,ground staff,A380
i1404,28.8.2018,LH,1525,,LAS,mechanical,minor,117,0,pilot,A321-XLR
i1405,19.4.2021,EK,3206,,PEK,medical,critical,68,1,company,737-400
i1406,10.3.2023,DL,1058,,JFK,security,major,124,0,first officer,737-800
i1407,19.7.2010,AY,9950,,LHR,medical,minor,119,0,company,737-400
i1408,6.11.2010,DY,338,,ATL,faa,critical,43,0,crew,A380
i1409,6.1.2020,SU,5155,,JFK,mechanical,critical,37,0,ground staff,777-300ER
i1410,6.2.2022,SV,2522,,ORD,faa,critical,86,0,pilot,737-400
i1411,14.11.2021,VN,5453,,SFO,faa,critical,16,0,crew,A350-900
i1412,11.2.2009,SQ,2720,,LHR,crew,major,33,0,crew,A321-XLR
i1413,25.8.2014,WN,2147,,ORD,turbulence,minor,137,1,company,BE206-JetRanger
i1414,1.11.2008,UA,2250,,DFW,medical,major,110,0,ground staff,737-800
i1415,5.6.2019,UA,7342,,LAS,mechanical,critical,120,0,company,A380
i1416,8.8.2018,G3,1476,,LAS,faa,minor,46,0,pilot,747-8
i1417,20.8.2014,DL,7366,,ATL,weather,minor,23,0,crew,BE206-JetRanger
i1418,18.3.2018,TG,8969,,HND,weather,critical,46,0,first officer,A350-900
i1419,26.4.2019,FR,6234,,LHR,faa,critical,81,0,mechanic,A380
i1420,20.10.2014,EY,4020,,FRA,crew,major,30,0,ground staff,A350-900
i1421,9.9.2016,EY,4802,,ORD,faa,minor,23,0,pilot,A350-900
i1422,15.10.2013,KE,1958,,SFO,security,major,34,0,first officer,777-300ER
i1423,16.3.2009,TK,1687,,DFW,security,critical,135,0,company,BE206-JetRanger
i1424,13.11.2017,KL,2493,,DFW,faa,major,55,0,pilot,737-400
i1425,11.10.2014,MH,6518,,JFK,crew,minor,91,0,mechanic,BE206-JetRanger
i1426,15.2.2017,WN,9605,,LAS,faa,major,129,0,crew,777-300ER
i1427,4.9.2014,QF,5011,,DFW,crew,major,45,0,ground staff,737-400
i1428,14.10.2018,OZ,3772,,LHR,crew,major,41,0,ground staff,A321-XLR
i1429,26.2.2019,AZ,7116,,ORD,weather,major,74,0,crew,737-400
i1430,24.8.2018,CX,8895,,BOM,faa,critical,129,0,crew,747-8
i1431,22.4.2023,AZ,3772,,ATL,faa,minor,15,0,first officer,737-400
i1432,14.1.2024,CZ,8499,,ATL,mechanical,minor,29,0,pilot,777-300ER
i1433,23.9.2015,LH,4406,,LAS,weather,minor,96,0,ground staff,737-800
i1434,1.4.2013,AY,1469,,LAS,mechanical,major,124,0,mechanic,747-8
i1435,8.6.2015,TG,8294,,DXB,security,critical,130,0,pilot,A321-XLR
i1436,13.5.2012,BA,4989,,JFK,crew,critical,123,0,pilot,BE206-JetRanger
i1437,5.3.2021,NZ,1098,,HND,crew,major,29,0,pilot,737-400
i1438,24.6.2017,DY,8858,,SFO,weather,critical,72,0,crew,A350-900
i1439,11.6.2023,LH,8255,,DEN,weather,minor,51,0,company,BE206-JetRanger
i1440,20.11.2021,AI,4888,,LHR,faa,critical,131,0,company,A380
i1441,1.12.2013,DL,4691,,HND,crew,critical,55,0,pilot,747-8
i1442,18.8.2018,JL,1209,,GRU,mechanical,major,15,0,mechanic,747-8
i1443,28.3.2019,AA,6327,,SFO,faa,critical,96,0,crew,A350-900
i1444,10.11.2023,AI,2935,,PEK,crew,minor,92,0,mechanic,A321-XLR
i1445,27.8.2018,SQ,5366,,HND,mechanical,critical,109,0,ground staff,A380
i1446,24.12.2012,SQ,9166,,JFK,medical,minor,113,1,company,A380
i1447,8.12.2016,AA,7979,,JFK,crew,critical,41,0,company,A380
i1448,24.1.2017,G3,9802,,HND,faa,critical,103,0,ground staff,A350-900
i1449,1.2.2015,TG,2317,,DFW,security,minor,123,0,first officer,BE206-JetRanger
i1450,19.11.2019,MU,9747,,LHR,faa,minor,85,0,ground staff,777-300ER
i1451,15.3.2008,UA,4978,,BOM,medical,critical,135,1,crew,737-400
i1452,18.2.2018,SU,9180,,BOM,faa,minor,18,0,pilot,737-800
i1453,7.2.2009,TG,6489,,PEK,weather,critical,50,0,ground staff,A380
i1454,21.11.2012,AZ,3032,,DEN,turbulence,major,77,1,mechanic,747-8
i1455,23.7.2016,MU,9428,,SEA,faa,minor,49,0,pilot,A350-900
i1456,9.10.2015,CZ,1733,,LAS,crew,minor,124,0,pilot,737-800
i1457,11.8.2023,QF,977,,CDG,mechanical,critical,85,0,pilot,777-300ER
i1458,14.12.2015,AI,2658,,ATL,crew,major,26,0,first officer,A321-XLR
i1459,26.4.2023,SU,3600,,DXB,mechanical,major,32,0,first officer,BE206-JetRanger
i1460,12.9.2016,TK,1334,,LAS,medical,major,67,1,crew,A380
i1461,12.11.2021,MU,9442,,LHR,medical,major,28,0,mechanic,737-800
i1462,18.10.2018,EY,1884,,ORD,weather,critical,54,0,pilot,777-300ER
i1463,4.2.2008,AF,7050,,ORD,security,minor,112,0,first officer,A321-XLR
i1464,2.7.2021,IB,7497,,LAX,turbulence,minor,78,1,mechanic,737-400
i1465,20.10.2019,MH,5611,,PEK,mechanical,critical,30,0,pilot,A380
i1466,27.5.2016,CZ,1835,,PEK,weather,minor,24,0,first officer,A350-900
i1467,12.8.2024,LH,7213,,GRU,turbulence,critical,115,0,first officer,737-800
i1468,15.6.2015,DY,2754,,LAS,medical,minor,136,0,crew,A380
i1469,16.12.2020,SV,4309,,SEA,medical,minor,15,0,ground staff,747-8
i1470,17.2.2011,AV,4541,,DXB,mechanical,major,114,0,ground staff,A380
i1471,3.11.2011,AC,7973,,YYZ,turbulence,critical,85,0,pilot,777-300ER
i1472,27.7.2019,AA,6380,,ATL,crew,major,58,0,ground staff,737-400
i1473,13.3.2018,KL,7977,,BOM,medical,critical,51,0,crew,A350-900
i1474,23.9.2014,U2,3744,,GRU,turbulence,major,95,1,mechanic,737-800
i1475,1.3.2014,KE,2350,,JFK,security,major,56,0,mechanic,A321-XLR
i1476,8.8.2008,EK,9099,,JFK,medical,critical,123,0,crew,737-400
i1477,17.7.2023,TK,9499,,ATL,turbulence,critical,56,0,pilot,737-400
i1478,16.9.2016,KL,5140,,DEN,turbulence,critical,118,1,ground staff,737-800
i1479,17.5.2019,AZ,804,,LAS,turbulence,minor,15,0,pilot,747-8
i1480,24.12.2015,LH,3344,,LAX,faa,critical,101,0,company,A380
i1481,21.9.2011,EY,9788,,LAS,turbulence,major,26,0,company,A321-XLR
i1482,25.11.2011,AD,3111,,SEA,faa,major,127,0,mechanic,BE206-JetRanger
i1483,21.11.2022,AZ,4485,,ORD,mechanical,major,77,0,mechanic,A380
i1484,19.4.2023,EK,6046,,YYZ,weather,critical,130,0,company,A380
i1485,14.9.2012,UA,294,,YYZ,mechanical,major,124,0,mechanic,737-400
i1486,10.11.2018,QR,5555,,BOM,faa,minor,52,0,ground staff,737-400
i1487,21.3.2016,QF,3087,,ATL,mechanical,major,81,0,first officer,BE206-JetRanger
i1488,22.3.2013,AM,3370,,ATL,weather,major,84,0,pilot,747-8
i1489,16.8.2018,TK,7620,,JFK,security,minor,112,0,crew,BE206-JetRanger
i1490,20.4.2013,IB,1612,,LAX,security,major,112,0,ground staff,A350-900
i1491,3.9.2008,AD,6755,,PEK,mechanical,major,39,0,first officer,737-400
i1492,5.6.2019,KL,7386,,DXB,faa,minor,85,0,crew,A321-XLR
i1493,2.9.2018,AC,5808,,JFK,security,minor,69,0,crew,A380
i1494,17.2.2017,SU,9981,,BOM,weather,major,119,0,crew,777-300ER
i1495,26.4.2023,SQ,5434,,ORD,medical,critical,11,0,crew,A380
i1496,24.9.2018,WN,8465,,JFK,faa,minor,13,0,ground staff,737-400
i1497,24.6.2015,SU,9349,,SEA,faa,minor,70,0,company,747-8
i1498,5.11.2017,NH,4337,,ATL,turbulence,minor,29,0,crew,737-400
i1499,12.11.2021,TK,5043,,SEA,crew,minor,29,0,pilot,737-400
i1500,23.12.2014,TG,287,,DXB,security,critical,92,0,mechanic,737-800
i1501,24.7.2021,TG,1210,,DFW,weather,major,110,0,mechanic,BE206-JetRanger
i1502,1.8.2022,AM,894,,DEN,turbulence,major,109,1,crew,737-800
i1503,24.3.2020,LH,4593,,FRA,security,major,46,0,pilot,A321-XLR
i1504,8.5.2017,DY,8273,,SEA,security,minor,83,0,ground staff,747-8
i1505,26.7.2017,LA,3486,,CDG,security,major,67,0,pilot,737-400
i1506,6.11.2019,JL,4088,,DXB,mechanical,major,19,0,mechanic,A350-900
i1507,25.9.2016,AZ,6293,,JFK,turbulence,major,73,1,first officer,737-400
i1508,20.3.2020,NZ,3265,,FRA,turbulence,major,62,0,pilot,737-800
i1509,19.5.2011,MH,5109,,SYD,medical,critical,93,0,company,A380
i1510,6.6.2022,AC,5697,,HND,security,major,39,0,ground staff,737-400
i1511,17.4.2010,CX,5323,,YYZ,mechanical,major,93,0,ground staff,BE206-JetRanger
i1512,17.10.2020,EK,6177,,GRU,medical,minor,82,0,company,777-300ER
i1513,18.3.2019,FR,6862,,SYD,security,minor,54,0,first officer,A380
i1514,21.8.2015,NZ,8536,,DXB,crew,minor,88,0,company,747-8
i1515,8.5.2016,U2,6805,,DEN,turbulence,minor,106,1,ground staff,A321-XLR
i1516,9.9.2023,TG,9251,,GRU,turbulence,minor,56,1,company,777-300ER
i1517,14.9.2018,WN,7439,,JFK,mechanical,critical,63,0,company,737-800
i1518,27.5.2023,QF,6953,,BOM,mechanical,minor,83,0,mechanic,A350-900
i1519,16.11.2017,BA,7448,,DXB,weather,critical,106,0,company,BE206-JetRanger
i1520,28.2.2018,SU,1480,,GRU,mechanical,minor,93,0,pilot,747-8
i1521,1.2.2012,KL,1597,,SFO,crew,minor,115,0,pilot,BE206-JetRanger
i1522,7.2.2021,U2,8086,,CDG,crew,major,40,0,first officer,737-800
i1523,1.7.2023,AM,4988,,PEK,faa,critical,57,0,company,737-400
i1524,3.9.2021,NH,4582,,JFK,medical,minor,56,1,mechanic,747-8
i1525,4.5.2014,DY,277,,PEK,security,major,125,0,ground staff,A380
i1526,6.6.2016,SV,8152,,LHR,mechanical,minor,39,0,crew,777-300ER
i1527,21.4.2009,AF,9101,,DEN,crew,critical,14,0,first officer,747-8
i1528,19.1.2013,EK,696,,SEA,mechanical,major,64,0,company,A380
i1529,17.11.2012,G3,1565,,LAX,security,critical,98,0,mechanic,737-400
i1530,10.5.2013,UA,9031,,LAX,medical,minor,114,0,ground staff,737-400
i1531,14.10.2014,LA,1415,,GRU,weather,minor,124,0,ground staff,737-800
i1532,16.4.2013,AY,7312,,JFK,faa,minor,38,0,company,737-400
i1533,27.1.2024,QR,5652,,GRU,weather,minor,105,0,ground staff,A380
i1534,15.9.2014,KL,3514,,LHR,security,major,29,0,company,A350-900
i1535,13.8.2012,AM,7352,,ATL,mechanical,major,109,0,first officer,A350-900
i1536,3.10.2014,TG,9385,,FRA,medical,critical,113,0,mechanic,A380
i1537,27.2.2013,LA,9867,,SFO,weather,major,122,0,mechanic,737-400
i1538,8.8.2023,AY,494,,ATL,faa,minor,75,0,first officer,737-400
i1539,10.7.2011,EK,4169,,LAX,crew,major,42,0,first officer,737-800
i1540,11.4.2013,QR,1440,,JFK,turbulence,critical,30,1,crew,747-8
i1541,20.5.2013,DL,2953,,JFK,faa,minor,99,0,crew,737-800
i1542,20.5.2012,MU,8366,,SFO,medical,minor,85,0,ground staff,777-300ER
i1543,7.11.2019,DY,9849,,ORD,crew,major,38,0,first officer,A380
i1544,13.8.2019,AA,6399,,SYD,mechanical,critical,31,0,mechanic,A380
i1545,23.8.2017,SU,3738,,JFK,faa,minor,102,0,mechanic,A321-XLR
i1546,12.6.2009,AV,5767,,CDG,mechanical,critical,102,0,first officer,747-8
i1547,16.2.2024,MU,4832,,GRU,crew,minor,29,0,first officer,BE206-JetRanger
i1548,9.3.2012,QR,5223,,DEN,weather,critical,44,0,crew,BE206-JetRanger
i1549,24.3.2019,AY,4464,,DXB,faa,minor,99,0,first officer,747-8
i1550,23.8.2012,AY,4204,,PEK,mechanical,critical,11,0,company,737-400
i1551,15.2.2019,DY,6374,,LHR,turbulence,minor,100,0,pilot,777-300ER
i1552,25.8.2009,WN,2155,,HND,weather,major,93,0,pilot,BE206-JetRanger
i1553,12.1.2008,AM,5958,,JFK,turbulence,minor,67,0,pilot,A321-XLR
i1554,10.2.2015,FR,1979,,JFK,security,major,17,0,pilot,737-400
i1555,9.7.2017,FR,8702,,DFW,mechanical,major,112,0,ground staff,737-800
i1556,26.12.2016,AD,3364,,SYD,security,critical,61,0,company,747-8
i1557,10.7.2013,BA,9275,,DEN,security,minor,136,0,mechanic,777-300ER
i1558,25.7.2023,CZ,3657,,GRU,weather,major,85,0,company,BE206-JetRanger
i1559,21.8.2015,AY,4607,,FRA,security,minor,81,0,first officer,BE206-JetRanger
i1560,9.4.2018,WN,1976,,LAX,weather,major,29,0,crew,A321-XLR
i1561,28.11.2024,KE,1454,,ORD,medical,critical,31,1,pilot,A350-900
i1562,22.6.2014,LA,1038,,PEK,crew,critical,43,0,ground staff,A380
i1563,12.6.2022,EK,7150,,SYD,weather,critical,67,0,ground staff,777-300ER
i1564,20.10.2013,SV,6017,,SEA,crew,critical,37,0,company,A321-XLR
i1565,15.7.2013,AC,3896,,JFK,turbulence,critical,101,1,pilot,747-8
i1566,16.3.2010,AF,7069,,CDG,crew,minor,127,0,mechanic,A350-900
i1567,27.3.2019,TG,3301,,JFK,medical,minor,26,1,company,A350-900
i1568,8.8.2015,BA,8795,,DXB,medical,major,40,1,ground staff,A321-XLR
i1569,27.4.2013,SV,7677,,PEK,turbulence,major,49,0,company,777-300ER
i1570,15.11.2016,VN,6855,,LHR,faa,major,10,0,first officer,777-300ER
i1571,9.3.2009,AC,9182,,DEN,turbulence,critical,95,0,ground staff,A350-900
i1572,11.3.2016,AM,7956,,JFK,turbulence,critical,27,0,mechanic,A321-XLR
i1573,12.3.2022,KL,7071,,JFK,medical,minor,128,0,pilot,BE206-JetRanger
i1574,27.9.2019,QR,4944,,JFK,medical,minor,14,1,pilot,777-300ER
i1575,5.4.2016,UA,552,,PEK,crew,major,114,0,crew,A350-900
i1576,7.6.2024,LA,338,,SEA,crew,minor,133,0,mechanic,A321-XLR
i1577,2.3.2012,WN,6757,,HND,medical,minor,116,0,mechanic,A350-900
i1578,12.7.2017,AY,5160,,GRU,weather,minor,70,0,company,A321-XLR
i1579,17.10.2018,AA,8755,,DFW,security,minor,80,0,crew,A380
i1580,14.11.2023,AA,5023,,BOM,security,minor,22,0,mechanic,737-800
i1581,22.10.2009,LA,4576,,DXB,security,minor,131,0,pilot,747-8
i1582,6.7.2017,SU,107,,LAX,mechanical,major,113,0,crew,777-300ER
i1583,21.9.2014,MH,5636,,HND,weather,critical,62,0,pilot,737-400
i1584,8.7.2015,IB,9628,,JFK,turbulence,critical,118,1,pilot,BE206-JetRanger
i1585,25.4.2009,SU,7761,,JFK,medical,critical,46,0,crew,737-800
i1586,2.6.2019,LA,6988,,PEK,mechanical,major,38,0,mechanic,A380
i1587,21.4.2018,QF,8864,,HND,crew,minor,119,0,company,737-400
i1588,17.2.2014,AA,9850,,LAX,crew,critical,94,0,crew,A350-900
i1589,15.10.2021,NH,2051,,JFK,turbulence,critical,100,0,mechanic,737-800
i1590,22.12.2022,AI,157,,DXB,weather,minor,66,0,mechanic,A380
i1591,27.11.2024,AY,5802,,BOM,security,critical,89,0,pilot,A321-XLR
i1592,18.9.2013,AC,9435,,SEA,security,critical,69,0,first officer,BE206-JetRanger
i1593,2.7.2016,UA,2956,,DEN,security,major,105,0,company,737-800
i1594,24.1.2018,CX,1055,,GRU,crew,minor,88,0,pilot,A321-XLR
i1595,7.6.2013,AD,1034,,SFO,medical,minor,25,1,first officer,747-8
i1596,11.6.2015,VN,7541,,SFO,medical,major,53,0,crew,737-800
i1597,15.9.2023,EK,5849,,SYD,crew,major,96,0,ground staff,BE206-JetRanger
i1598,18.3.2023,TK,477,,DFW,crew,critical,134,0,mechanic,A321-XLR
i1599,10.2.2011,KE,1414,,ATL,medical,major,11,0,crew,A350-900
i1600,17.9.2010,AD,9279,,CDG,mechanical,major,99,0,mechanic,747-8
i1601,19.4.2010,NH,6465,,SYD,medical,critical,110,0,pilot,A321-XLR
i1602,16.6.2010,SQ,8650,,SFO,medical,minor,136,0,pilot,747-8
i1603,3.3.2012,JL,4083,,HND,crew,major,87,0,mechanic,A380
i1604,17.6.2022,VN,4299,,SYD,weather,critical,20,0,mechanic,747-8
i1605,16.10.2016,IB,3239,,BOM,crew,minor,99,0,pilot,A321-XLR
i1606,15.11.2018,AF,1379,,LAX,security,critical,18,0,ground staff,A350-900
i1607,15.5.2008,QR,5706,,HND,turbulence,critical,46,1,crew,777-300ER
i1608,12.4.2023,TK,5315,,CDG,crew,critical,34,0,ground staff,747-8
i1609,12.7.2019,TK,2084,,ATL,crew,critical,87,0,pilot,A321-XLR
i1610,20.7.2014,UA,695,,BOM,mechanical,minor,94,0,company,BE206-JetRanger
i1611,15.11.2018,NZ,4869,,LAX,faa,major,129,0,crew,A350-900
i1612,6.1.2008,OZ,1807,,GRU,turbulence,critical,136,1,first officer,737-400
i1613,18.8.2020,G3,1302,,JFK,faa,major,113,0,ground staff,747-8
i1614,28.10.2019,QR,5939,,DFW,mechanical,critical,37,0,pilot,777-300ER
i1615,16.7.2016,NZ,168,,BOM,turbulence,major,62,0,pilot,A380
i1616,7.7.2016,EK,8502,,LHR,faa,critical,109,0,company,747-8
i1617,16.3.2015,WN,7987,,ORD,security,minor,118,0,mechanic,737-400
i1618,28.3.2010,OZ,8323,,DEN,turbulence,minor,111,0,first officer,A321-XLR
i1619,3.11.2019,NH,5550,,BOM,mechanical,minor,51,0,pilot,A380
i1620,23.4.2011,SV,2639,,PEK,turbulence,critical,66,0,crew,737-400
i1621,26.3.2015,AA,7099,,DFW,turbulence,major,15,0,company,A321-XLR
i1622,1.1.2014,DY,6838,,JFK,weather,critical,112,0,crew,BE206-JetRanger
i1623,10.3.2016,KE,188,,FRA,turbulence,minor,131,1,first officer,737-800
i1624,23.7.2019,TK,5590,,ORD,mechanical,critical,110,0,company,A380
i1625,22.4.2010,AD,589,,CDG,crew,major,101,0,company,777-300ER
i1626,13.5.2016,OZ,1728,,GRU,weather,critical,17,0,ground staff,747-8
i1627,8.1.2008,UA,3402,,GRU,faa,major,97,0,company,737-400
i1628,27.10.2018,TK,2195,,LAX,medical,major,120,1,mechanic,737-400
i1629,13.1.2023,IB,6826,,DXB,mechanical,critical,122,0,mechanic,777-300ER
i1630,10.3.2018,WN,8939,,JFK,medical,major,67,0,company,777-300ER
i1631,16.8.2012,AV,3812,,FRA,mechanical,minor,22,0,pilot,777-300ER
i1632,17.11.2023,OZ,6117,,HND,weather,minor,69,0,company,BE206-JetRanger
i1633,7.3.2011,CX,8223,,PEK,security,critical,66,0,crew,777-300ER
i1634,16.8.2011,SQ,6217,,JFK,crew,minor,126,0,crew,737-800
i1635,4.11.2018,SV,5536,,FRA,medical,minor,110,0,ground staff,737-400
i1636,2.8.2019,SV,1064,,ATL,crew,major,138,0,pilot,A380
i1637,16.6.2018,NZ,5683,,GRU,mechanical,major,79,0,company,777-300ER
i1638,8.4.2009,BA,9225,,FRA,security,major,125,0,mechanic,777-300ER
i1639,3.2.2008,QF,7476,,PEK,crew,major,26,0,company,777-300ER
i1640,21.2.2022,BA,2427,,DFW,weather,minor,96,0,crew,747-8
i1641,8.10.2013,SU,3916,,LAS,medical,major,30,1,first officer,A321-XLR
i1642,1.8.2017,MH,629,,HND,weather,major,67,0,mechanic,A380
i1643,23.8.2019,CZ,1267,,LHR,medical,major,113,0,company,737-400
i1644,23.7.2022,VN,9627,,JFK,medical,critical,56,0,first officer,747-8
i1645,2.5.2008,AM,2599,,DEN,weather,major,56,0,company,747-8
i1646,5.4.2020,WN,8234,,DEN,crew,minor,125,0,crew,A350-900
i1647,20.2.2024,DY,9005,,DXB,security,major,80,0,crew,A350-900
i1648,10.11.2011,AM,3932,,SFO,crew,critical,103,0,company,737-400
i1649,25.12.2022,SU,2981,,JFK,medical,major,100,1,pilot,737-800
i1650,18.10.2018,MU,3317,,DEN,weather,critical,107,0,mechanic,737-400
i1651,11.9.2011,KL,9838,,SYD,security,major,49,0,company,777-300ER
i1652,25.10.2011,LA,2149,,LAS,turbulence,critical,59,1,crew,747-8
i1653,27.8.2009,JL,3040,,LAX,faa,critical,57,0,pilot,747-8
i1654,27.6.2018,SQ,2392,,GRU,medical,major,14,1,mechanic,A350-900
i1655,5.11.2011,KL,2806,,FRA,weather,critical,44,0,crew,BE206-JetRanger
i1656,21.11.2009,SU,1371,,BOM,security,critical,64,0,mechanic,A380
i1657,11.6.2014,NH,3930,,HND,mechanical,major,39,0,pilot,A321-XLR
i1658,4.3.2019,AV,213,,HND,weather,critical,11,0,ground staff,747-8
i1659,11.9.2020,KE,1337,,JFK,medical,major,36,0,mechanic,A350-900
i1660,14.11.2019,KE,7584,,ATL,medical,minor,99,1,first officer,737-400
i1661,12.9.2008,OZ,1535,,DXB,turbulence,minor,31,0,first officer,A321-XLR
i1662,8.10.2021,LA,1839,,HND,mechanical,minor,43,0,pilot,A380
i1663,13.9.2012,OZ,6917,,ATL,crew,major,68,0,mechanic,737-800
i1664,19.4.2014,SV,1347,,GRU,mechanical,minor,74,0,company,737-800
i1665,17.2.2014,TK,9939,,JFK,faa,critical,64,0,company,A380
i1666,2.10.2010,TK,7377,,JFK,crew,critical,18,0,company,747-8
i1667,22.4.2021,SV,2533,,YYZ,faa,minor,136,0,crew,A321-XLR
i1668,18.4.2014,AA,1516,,DEN,weather,critical,90,0,ground staff,A321-XLR
i1669,20.3.2011,CZ,2017,,ATL,security,major,108,0,crew,747-8
i1670,26.6.2016,AY,2908,,JFK,medical,minor,49,1,ground staff,737-400
i1671,9.2.2008,KL,6572,,BOM,turbulence,critical,25,1,ground staff,737-400
i1672,22.7.2024,AD,8064,,DFW,faa,major,33,0,ground staff,BE206-JetRanger
